0
21,20
4,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,1,8,8,8,8,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,1,8,0,0,8,8,8,8,8,0,0,0,0,0,1,1,1,1
1,1,1,1,8,0,0,8,0,0,0,8,0,0,0,0,0,1,1,1,1
1,1,1,1,8,0,0,8,0,0,0,8,0,0,0,0,0,1,1,1,1
1,1,1,1,8,8,8,8,0,0,0,8,0,0,0,0,0,1,1,1,1
1,1,1,1,0,0,0,8,0,0,0,8,0,0,0,0,0,1,1,1,1
1,1,1,1,0,0,0,8,0,0,0,8,0,0,0,0,0,1,1,1,1
1,1,1,1,0,0,0,8,0,0,0,8,0,0,0,0,0,1,1,1,1
1,1,1,1,0,0,0,8,0,0,0,8,0,0,0,0,7,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2
0:6,9
0:9,10
2
0:5,11
0:9,11
