0
17,16
4,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,1,4,4,4,1,1,1,1,1,1,1,0,0,0
0,0,0,1,5,5,0,7,1,1,1,1,1,1,0,0,0
0,0,0,1,5,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,1,5,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,1,5,1,0,0,1,1,1,1,1,1,0,0,0
0,0,0,1,0,2,0,0,4,2,0,1,1,1,0,0,0
0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0
0,0,0,1,1,1,4,1,1,0,0,1,1,1,0,0,0
0,0,0,1,1,1,0,2,4,5,5,5,4,1,0,0,0
0,0,0,1,1,1,5,1,1,1,1,1,1,1,0,0,0
0,0,0,1,1,1,5,1,1,1,1,1,1,1,0,0,0
0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6
0:6,7
0:10,7
0:11,10
0:6,13
0:6,3
2:7,13
0
