100
20,12
9,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
0,0,0,0,0,1,1,0,0,0,1,7,0,0,0,0,1,1,1,0
0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0
0,0,0,0,0,1,1,0,1,1,1,1,2,1,1,0,1,1,1,0
0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3
0:8,7
0:12,5
0:16,7
0
