100
19,17
9,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0
0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0
0,0,0,0,0,1,1,0,1,1,1,2,1,1,0,1,1,1,0
0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4
0:11,6
0:7,9
0:15,9
1:7,7
